Manufacturer Name,NDC Number,Drug Product Description,Date Introduced to Market,WAC at Introduction,Marketing/Pricing Plan Description,Marketing/Pricing Plan Non-Public Indicator,Estimated Number of Patients,Breakthrough Therapy Indicator,Priority Review Indicator,Acquisition Date,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,General Comments,Supporting Documents,,,,,,,,,,,,,,
Sandoz Inc.,61314045468,HYRIMOZ 80MG/0.8ML 3LISY BI US,2023-07-05,19729.54,"Sandoz’s marketing plan for the introduction of Hyrimoz will focus on educating health care professionals (HCPs) and patients (consumers) about the benefit of biosimilars and the approved use of Hyrimoz.  Sandoz does not plan to do any direct-to-consumer media advertisements on TV, in magazines, radio, billboards or blogs. Consumer engagement will include our patient website, patient education brochures and emails for those patients that opt into communications and enroll in patient support.  Sandoz will offer a patient transition program to patients that transition from Humira to Hyrimoz. HCP engagement will include the HCP website, printed resources, email blasts and other digital resources in line with the Hyrimoz prescribing information.  We will provide samples to physician offices but will not provide gifts or sponsor continuing education programs for HCPs. The WAC is priced lower than the WAC of the reference product.",,273,,,,,,,"Hyrimoz is a tumor necrosis factor (TNF) blocker indicated for 9 disease states :
1. Rheumatoid Arthritis (RA): reducing signs and symptoms, inducing major clinical response, inhibiting the progression of structural damage, and improving physical function in adult patients with moderately to severely active RA. 
2. Juvenile Idiopathic Arthritis (JIA): reducing signs and symptoms of moderately to severely active polyarticular JIA in patients 2 years of age and older. 
3. Psoriatic Arthritis (PsA): reducing signs and symptoms, inhibiting the progression of structural damage, and improving physical function in adult patients with active PsA. 
4. Ankylosing Spondylitis (AS): reducing signs and symptoms in adult patients with active AS. 
5. Crohn’s Disease (CD): treatment of moderately to severely active Crohn’s disease in adults and pediatric patients 6 years of age and older. 
6. Ulcerative Colitis (UC): treatment of moderately to severely active ulcerative colitis in adults and pediatric patients 5 years of age and older. Limitations of Use: Effectiveness has not been established in patients who have lost response to or were intolerant to TNF blockers. 
7. Plaque Psoriasis (Ps): treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy, and when other systemic therapies are medically less appropriate. 
8. Hidradenitis Suppurativa (HS): treatment of moderate to severe hidradenitis suppurativa in patients 12 years of age and older. 
9. Uveitis (UV): treatment of non-infectious intermediate, posterior, and panuveitis in adults and pediatric patients 2 years of age and older.                                                                                                                                                                                                                                       There are an estimated 475,350 patients that could be treated with Hyrimoz in the United States.                                                                                                                                                                                                                                                                                                           Source: Label from USFDA (Drugs@FDA). Link: label (fda.gov) 

Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product. Sandoz Inc. provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, Sandoz Inc. does not waive any rights that may have at law or in equity with respect to the applicability, interpretation, or application of California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to Sandoz Inc. or any of its affiliates now or in the future. Sandoz Inc., on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all Sandoz Inc.’s related information herein is confidential and proprietary commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets. We request that your company or organization maintain the confidentiality of this submission and of all Sandoz Inc.’s related information herein to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that your company or organization notify us of the request and afford us the opportunity to submit objections to disclosure.",,,,,,,,,,,,,,,
Sandoz Inc.,61314045436,HYRIMOZ 80MG/0.8ML 3LISY PE BI US,2023-07-05,19729.54,"Sandoz’s marketing plan for the introduction of Hyrimoz will focus on educating health care professionals (HCPs) and patients (consumers) about the benefit of biosimilars and the approved use of Hyrimoz.  Sandoz does not plan to do any direct-to-consumer media advertisements on TV, in magazines, radio, billboards or blogs. Consumer engagement will include our patient website, patient education brochures and emails for those patients that opt into communications and enroll in patient support.  Sandoz will offer a patient transition program to patients that transition from Humira to Hyrimoz. HCP engagement will include the HCP website, printed resources, email blasts and other digital resources in line with the Hyrimoz prescribing information.  We will provide samples to physician offices but will not provide gifts or sponsor continuing education programs for HCPs. The WAC is priced lower than the WAC of the reference product.",,34745,,,,,,,"Hyrimoz is a tumor necrosis factor (TNF) blocker indicated for 9 disease states :
1. Rheumatoid Arthritis (RA): reducing signs and symptoms, inducing major clinical response, inhibiting the progression of structural damage, and improving physical function in adult patients with moderately to severely active RA. 
2. Juvenile Idiopathic Arthritis (JIA): reducing signs and symptoms of moderately to severely active polyarticular JIA in patients 2 years of age and older. 
3. Psoriatic Arthritis (PsA): reducing signs and symptoms, inhibiting the progression of structural damage, and improving physical function in adult patients with active PsA. 
4. Ankylosing Spondylitis (AS): reducing signs and symptoms in adult patients with active AS. 
5. Crohn’s Disease (CD): treatment of moderately to severely active Crohn’s disease in adults and pediatric patients 6 years of age and older. 
6. Ulcerative Colitis (UC): treatment of moderately to severely active ulcerative colitis in adults and pediatric patients 5 years of age and older. Limitations of Use: Effectiveness has not been established in patients who have lost response to or were intolerant to TNF blockers. 
7. Plaque Psoriasis (Ps): treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy, and when other systemic therapies are medically less appropriate. 
8. Hidradenitis Suppurativa (HS): treatment of moderate to severe hidradenitis suppurativa in patients 12 years of age and older. 
9. Uveitis (UV): treatment of non-infectious intermediate, posterior, and panuveitis in adults and pediatric patients 2 years of age and older.                                                                                                                                                                                                                                       There are an estimated 475,350 patients that could be treated with Hyrimoz in the United States.                                                                                                                                                                                                                                                                                                           Source: Label from USFDA (Drugs@FDA). Link: label (fda.gov) 

Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product. Sandoz Inc. provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, Sandoz Inc. does not waive any rights that may have at law or in equity with respect to the applicability, interpretation, or application of California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to Sandoz Inc. or any of its affiliates now or in the future. Sandoz Inc., on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all Sandoz Inc.’s related information herein is confidential and proprietary commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets. We request that your company or organization maintain the confidentiality of this submission and of all Sandoz Inc.’s related information herein to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that your company or organization notify us of the request and afford us the opportunity to submit objections to disclosure.",,,,,,,,,,,,,,,
Sandoz Inc.,61314053164,HYRIOZ  80+40MG 2KIT MP BI US,2023-07-05,9864.76,"Sandoz’s marketing plan for the introduction of Hyrimoz will focus on educating health care professionals (HCPs) and patients (consumers) about the benefit of biosimilars and the approved use of Hyrimoz.  Sandoz does not plan to do any direct-to-consumer media advertisements on TV, in magazines, radio, billboards or blogs. Consumer engagement will include our patient website, patient education brochures and emails for those patients that opt into communications and enroll in patient support.  Sandoz will offer a patient transition program to patients that transition from Humira to Hyrimoz. HCP engagement will include the HCP website, printed resources, email blasts and other digital resources in line with the Hyrimoz prescribing information.  We will provide samples to physician offices but will not provide gifts or sponsor continuing education programs for HCPs. The WAC is priced lower than the WAC of the reference product.",,407,,,,,,,"Hyrimoz is a tumor necrosis factor (TNF) blocker indicated for 9 disease states :
1. Rheumatoid Arthritis (RA): reducing signs and symptoms, inducing major clinical response, inhibiting the progression of structural damage, and improving physical function in adult patients with moderately to severely active RA. 
2. Juvenile Idiopathic Arthritis (JIA): reducing signs and symptoms of moderately to severely active polyarticular JIA in patients 2 years of age and older. 
3. Psoriatic Arthritis (PsA): reducing signs and symptoms, inhibiting the progression of structural damage, and improving physical function in adult patients with active PsA. 
4. Ankylosing Spondylitis (AS): reducing signs and symptoms in adult patients with active AS. 
5. Crohn’s Disease (CD): treatment of moderately to severely active Crohn’s disease in adults and pediatric patients 6 years of age and older. 
6. Ulcerative Colitis (UC): treatment of moderately to severely active ulcerative colitis in adults and pediatric patients 5 years of age and older. Limitations of Use: Effectiveness has not been established in patients who have lost response to or were intolerant to TNF blockers. 
7. Plaque Psoriasis (Ps): treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy, and when other systemic therapies are medically less appropriate. 
8. Hidradenitis Suppurativa (HS): treatment of moderate to severe hidradenitis suppurativa in patients 12 years of age and older. 
9. Uveitis (UV): treatment of non-infectious intermediate, posterior, and panuveitis in adults and pediatric patients 2 years of age and older.                                                                                                                                                                                                                                       There are an estimated 475,350 patients that could be treated with Hyrimoz in the United States.                                                                                                                                                                                                                                                                                                           Source: Label from USFDA (Drugs@FDA). Link: label (fda.gov) 

Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product. Sandoz Inc. provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, Sandoz Inc. does not waive any rights that may have at law or in equity with respect to the applicability, interpretation, or application of California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to Sandoz Inc. or any of its affiliates now or in the future. Sandoz Inc., on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all Sandoz Inc.’s related information herein is confidential and proprietary commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets. We request that your company or organization maintain the confidentiality of this submission and of all Sandoz Inc.’s related information herein to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that your company or organization notify us of the request and afford us the opportunity to submit objections to disclosure.",,,,,,,,,,,,,,,
Sanofi,71104098101,"ALTUVIIIO™, efanesoctocog alfa, [Antihemophilic Factor (Recombinant), Fc-VWF-XTEN Fusion Protein-ehtl], 1000 IU nominally, Single Dose Vial in a Kit",2023-03-27,5.11,"In the US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with hemophilia A patients, materials to be used by sales representatives to educate about hemophilia A and to share information on ALTUVIIIO with HCPs, and materials to educate patients about hemophilia A and ALTUVIIIO. Direct to Consumer (DTC) outreach for ALTUVIIIO will include printed materials, search, website, email, and online ad placements. DTC initiatives are not expected to include any TV, radio or national magazine advertising. 
Ex-US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with Hemophilia A, materials to be used by sales representatives to share information on ALTUVIIIO with HCPs 
At Sanofi, we work passionately to prevent, treat, and cure illness and disease, understand and solve health care needs of people across the world, and transform the practice of medicine. Sanofi has a longstanding commitment to promote health care systems that make our treatments accessible and affordable to patients in need. 
Sanofi understands and shares concerns about the affordability of medicines for patients while also recognizing that we are only one of many stakeholders in the health care system. In order to maintain an environment that will continue to bring new health care solutions to patients, we must encourage a transition to a value-driven health care system that provides incentives for the highest-quality care. This evolution will enable both affordable access to treatment and continued investment in medical innovation.   Sanofi is committed to helping address this challenge. While many factors, including decisions affecting patient out-of-pocket spending and insurance coverage, are controlled by other stakeholders in the health care system, we believe we have a responsibility to be a leader in solving issues of patient access and system viability. For our part, we price our medicines according to their value, while contributing to broader solutions that improve patient outcomes and support affordability within the U.S. health care system.
When we set the price of a new medicine, we hold ourselves to a rigorous and structured process that includes consultation with external stakeholders and considers a holistic assessment of value through clinical, economic and societal lens; similar treatment options, affordability and unique factors specific to the medicine at time of launch (i.e., longer-term outcome studies, sophisticated patient support tools, etc.).",,25000,1,1,,,,,"Hemophilia A, also called factor VIII (8) deficiency or classic hemophilia, is a genetic disorder caused by missing or defective factor VIII (FVIII), a clotting protein. Although it is passed down from parents to children, about 1/3 of cases found have no previous family history. Hemophilia is an inherited bleeding disorder primarily affecting males—but females can also have hemophilia. Patients are classified as mild, moderate, or severe hemophilia. More than half of people diagnosed with hemophilia A have the severe form. Hemophilia A is four times as common as hemophilia B. Hemophilia affects all races and ethnic groups.

ALTUVIIIO is approved for the treatment of Hemophilia A patients regardless of gender, age, or disease severity, and it is indicated for use for prophylaxis, on-demand, and perioperative use. Currently, there are an estimated 25,000 patients in the US with hemophilia A across all severity levels, including men and women with the rare blood disorder. Approximately 13,000 are treated and have the potential to be prescribed ALTUVIIIO.",,,,,,,,,,,,,,,
Sanofi,71104098201,"ALTUVIIIO™, efanesoctocog alfa, [Antihemophilic Factor (Recombinant), Fc-VWF-XTEN Fusion Protein-ehtl], 2000 IU nominally, Single Dose Vial in a Kit",2023-03-27,5.11,"In the US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with hemophilia A patients, materials to be used by sales representatives to educate about hemophilia A and to share information on ALTUVIIIO with HCPs, and materials to educate patients about hemophilia A and ALTUVIIIO. Direct to Consumer (DTC) outreach for ALTUVIIIO will include printed materials, search, website, email, and online ad placements. DTC initiatives are not expected to include any TV, radio or national magazine advertising. 
Ex-US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with Hemophilia A, materials to be used by sales representatives to share information on ALTUVIIIO with HCPs 
At Sanofi, we work passionately to prevent, treat, and cure illness and disease, understand and solve health care needs of people across the world, and transform the practice of medicine. Sanofi has a longstanding commitment to promote health care systems that make our treatments accessible and affordable to patients in need. 
Sanofi understands and shares concerns about the affordability of medicines for patients while also recognizing that we are only one of many stakeholders in the health care system. In order to maintain an environment that will continue to bring new health care solutions to patients, we must encourage a transition to a value-driven health care system that provides incentives for the highest-quality care. This evolution will enable both affordable access to treatment and continued investment in medical innovation.   Sanofi is committed to helping address this challenge. While many factors, including decisions affecting patient out-of-pocket spending and insurance coverage, are controlled by other stakeholders in the health care system, we believe we have a responsibility to be a leader in solving issues of patient access and system viability. For our part, we price our medicines according to their value, while contributing to broader solutions that improve patient outcomes and support affordability within the U.S. health care system.
When we set the price of a new medicine, we hold ourselves to a rigorous and structured process that includes consultation with external stakeholders and considers a holistic assessment of value through clinical, economic and societal lens; similar treatment options, affordability and unique factors specific to the medicine at time of launch (i.e., longer-term outcome studies, sophisticated patient support tools, etc.).",,25000,1,1,,,,,"Hemophilia A, also called factor VIII (8) deficiency or classic hemophilia, is a genetic disorder caused by missing or defective factor VIII (FVIII), a clotting protein. Although it is passed down from parents to children, about 1/3 of cases found have no previous family history. Hemophilia is an inherited bleeding disorder primarily affecting males—but females can also have hemophilia. Patients are classified as mild, moderate, or severe hemophilia. More than half of people diagnosed with hemophilia A have the severe form. Hemophilia A is four times as common as hemophilia B. Hemophilia affects all races and ethnic groups.

ALTUVIIIO is approved for the treatment of Hemophilia A patients regardless of gender, age, or disease severity, and it is indicated for use for prophylaxis, on-demand, and perioperative use. Currently, there are an estimated 25,000 patients in the US with hemophilia A across all severity levels, including men and women with the rare blood disorder. Approximately 13,000 are treated and have the potential to be prescribed ALTUVIIIO.",,,,,,,,,,,,,,,
Sanofi,71104097801,"ALTUVIIIO™, efanesoctocog alfa, [Antihemophilic Factor (Recombinant), Fc-VWF-XTEN Fusion Protein-ehtl], 250 IU nominally, Single Dose Vial in a Kit",2023-03-27,5.11,"In the US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with hemophilia A patients, materials to be used by sales representatives to educate about hemophilia A and to share information on ALTUVIIIO with HCPs, and materials to educate patients about hemophilia A and ALTUVIIIO. Direct to Consumer (DTC) outreach for ALTUVIIIO will include printed materials, search, website, email, and online ad placements. DTC initiatives are not expected to include any TV, radio or national magazine advertising. 
Ex-US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with Hemophilia A, materials to be used by sales representatives to share information on ALTUVIIIO with HCPs 
At Sanofi, we work passionately to prevent, treat, and cure illness and disease, understand and solve health care needs of people across the world, and transform the practice of medicine. Sanofi has a longstanding commitment to promote health care systems that make our treatments accessible and affordable to patients in need. 
Sanofi understands and shares concerns about the affordability of medicines for patients while also recognizing that we are only one of many stakeholders in the health care system. In order to maintain an environment that will continue to bring new health care solutions to patients, we must encourage a transition to a value-driven health care system that provides incentives for the highest-quality care. This evolution will enable both affordable access to treatment and continued investment in medical innovation.   Sanofi is committed to helping address this challenge. While many factors, including decisions affecting patient out-of-pocket spending and insurance coverage, are controlled by other stakeholders in the health care system, we believe we have a responsibility to be a leader in solving issues of patient access and system viability. For our part, we price our medicines according to their value, while contributing to broader solutions that improve patient outcomes and support affordability within the U.S. health care system.
When we set the price of a new medicine, we hold ourselves to a rigorous and structured process that includes consultation with external stakeholders and considers a holistic assessment of value through clinical, economic and societal lens; similar treatment options, affordability and unique factors specific to the medicine at time of launch (i.e., longer-term outcome studies, sophisticated patient support tools, etc.).",,25000,1,1,,,,,"Hemophilia A, also called factor VIII (8) deficiency or classic hemophilia, is a genetic disorder caused by missing or defective factor VIII (FVIII), a clotting protein. Although it is passed down from parents to children, about 1/3 of cases found have no previous family history. Hemophilia is an inherited bleeding disorder primarily affecting males—but females can also have hemophilia. Patients are classified as mild, moderate, or severe hemophilia. More than half of people diagnosed with hemophilia A have the severe form. Hemophilia A is four times as common as hemophilia B. Hemophilia affects all races and ethnic groups.

ALTUVIIIO is approved for the treatment of Hemophilia A patients regardless of gender, age, or disease severity, and it is indicated for use for prophylaxis, on-demand, and perioperative use. Currently, there are an estimated 25,000 patients in the US with hemophilia A across all severity levels, including men and women with the rare blood disorder. Approximately 13,000 are treated and have the potential to be prescribed ALTUVIIIO.",,,,,,,,,,,,,,,
Sanofi,71104098301,"ALTUVIIIO™, efanesoctocog alfa, [Antihemophilic Factor (Recombinant), Fc-VWF-XTEN Fusion Protein-ehtl], 3000 IU nominally, Single Dose Vial in a Kit",2023-03-27,5.11,"In the US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with hemophilia A patients, materials to be used by sales representatives to educate about hemophilia A and to share information on ALTUVIIIO with HCPs, and materials to educate patients about hemophilia A and ALTUVIIIO. Direct to Consumer (DTC) outreach for ALTUVIIIO will include printed materials, search, website, email, and online ad placements. DTC initiatives are not expected to include any TV, radio or national magazine advertising. 
Ex-US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with Hemophilia A, materials to be used by sales representatives to share information on ALTUVIIIO with HCPs 
At Sanofi, we work passionately to prevent, treat, and cure illness and disease, understand and solve health care needs of people across the world, and transform the practice of medicine. Sanofi has a longstanding commitment to promote health care systems that make our treatments accessible and affordable to patients in need. 
Sanofi understands and shares concerns about the affordability of medicines for patients while also recognizing that we are only one of many stakeholders in the health care system. In order to maintain an environment that will continue to bring new health care solutions to patients, we must encourage a transition to a value-driven health care system that provides incentives for the highest-quality care. This evolution will enable both affordable access to treatment and continued investment in medical innovation.   Sanofi is committed to helping address this challenge. While many factors, including decisions affecting patient out-of-pocket spending and insurance coverage, are controlled by other stakeholders in the health care system, we believe we have a responsibility to be a leader in solving issues of patient access and system viability. For our part, we price our medicines according to their value, while contributing to broader solutions that improve patient outcomes and support affordability within the U.S. health care system.
When we set the price of a new medicine, we hold ourselves to a rigorous and structured process that includes consultation with external stakeholders and considers a holistic assessment of value through clinical, economic and societal lens; similar treatment options, affordability and unique factors specific to the medicine at time of launch (i.e., longer-term outcome studies, sophisticated patient support tools, etc.).",,25000,1,1,,,,,"Hemophilia A, also called factor VIII (8) deficiency or classic hemophilia, is a genetic disorder caused by missing or defective factor VIII (FVIII), a clotting protein. Although it is passed down from parents to children, about 1/3 of cases found have no previous family history. Hemophilia is an inherited bleeding disorder primarily affecting males—but females can also have hemophilia. Patients are classified as mild, moderate, or severe hemophilia. More than half of people diagnosed with hemophilia A have the severe form. Hemophilia A is four times as common as hemophilia B. Hemophilia affects all races and ethnic groups.

ALTUVIIIO is approved for the treatment of Hemophilia A patients regardless of gender, age, or disease severity, and it is indicated for use for prophylaxis, on-demand, and perioperative use. Currently, there are an estimated 25,000 patients in the US with hemophilia A across all severity levels, including men and women with the rare blood disorder. Approximately 13,000 are treated and have the potential to be prescribed ALTUVIIIO.",,,,,,,,,,,,,,,
Sanofi,71104098401,"ALTUVIIIO™, efanesoctocog alfa, [Antihemophilic Factor (Recombinant), Fc-VWF-XTEN Fusion Protein-ehtl], 4000 IU nominally, Single Dose Vial in a Kit",2023-03-27,5.11,"In the US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with hemophilia A patients, materials to be used by sales representatives to educate about hemophilia A and to share information on ALTUVIIIO with HCPs, and materials to educate patients about hemophilia A and ALTUVIIIO. Direct to Consumer (DTC) outreach for ALTUVIIIO will include printed materials, search, website, email, and online ad placements. DTC initiatives are not expected to include any TV, radio or national magazine advertising. 
Ex-US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with Hemophilia A, materials to be used by sales representatives to share information on ALTUVIIIO with HCPs 
At Sanofi, we work passionately to prevent, treat, and cure illness and disease, understand and solve health care needs of people across the world, and transform the practice of medicine. Sanofi has a longstanding commitment to promote health care systems that make our treatments accessible and affordable to patients in need. 
Sanofi understands and shares concerns about the affordability of medicines for patients while also recognizing that we are only one of many stakeholders in the health care system. In order to maintain an environment that will continue to bring new health care solutions to patients, we must encourage a transition to a value-driven health care system that provides incentives for the highest-quality care. This evolution will enable both affordable access to treatment and continued investment in medical innovation.   Sanofi is committed to helping address this challenge. While many factors, including decisions affecting patient out-of-pocket spending and insurance coverage, are controlled by other stakeholders in the health care system, we believe we have a responsibility to be a leader in solving issues of patient access and system viability. For our part, we price our medicines according to their value, while contributing to broader solutions that improve patient outcomes and support affordability within the U.S. health care system.
When we set the price of a new medicine, we hold ourselves to a rigorous and structured process that includes consultation with external stakeholders and considers a holistic assessment of value through clinical, economic and societal lens; similar treatment options, affordability and unique factors specific to the medicine at time of launch (i.e., longer-term outcome studies, sophisticated patient support tools, etc.).",,25000,1,1,,,,,"Hemophilia A, also called factor VIII (8) deficiency or classic hemophilia, is a genetic disorder caused by missing or defective factor VIII (FVIII), a clotting protein. Although it is passed down from parents to children, about 1/3 of cases found have no previous family history. Hemophilia is an inherited bleeding disorder primarily affecting males—but females can also have hemophilia. Patients are classified as mild, moderate, or severe hemophilia. More than half of people diagnosed with hemophilia A have the severe form. Hemophilia A is four times as common as hemophilia B. Hemophilia affects all races and ethnic groups.

ALTUVIIIO is approved for the treatment of Hemophilia A patients regardless of gender, age, or disease severity, and it is indicated for use for prophylaxis, on-demand, and perioperative use. Currently, there are an estimated 25,000 patients in the US with hemophilia A across all severity levels, including men and women with the rare blood disorder. Approximately 13,000 are treated and have the potential to be prescribed ALTUVIIIO.",,,,,,,,,,,,,,,
Sanofi,71104097901,"ALTUVIIIO™, efanesoctocog alfa, [Antihemophilic Factor (Recombinant), Fc-VWF-XTEN Fusion Protein-ehtl], 500 IU nominally, Single Dose Vial in a Kit",2023-03-27,5.11,"In the US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with hemophilia A patients, materials to be used by sales representatives to educate about hemophilia A and to share information on ALTUVIIIO with HCPs, and materials to educate patients about hemophilia A and ALTUVIIIO. Direct to Consumer (DTC) outreach for ALTUVIIIO will include printed materials, search, website, email, and online ad placements. DTC initiatives are not expected to include any TV, radio or national magazine advertising. 
Ex-US, marketing initiatives are expected to include print and digital media, engagement at scientific meetings attended by HCPs most likely to manage patients with Hemophilia A, materials to be used by sales representatives to share information on ALTUVIIIO with HCPs 
At Sanofi, we work passionately to prevent, treat, and cure illness and disease, understand and solve health care needs of people across the world, and transform the practice of medicine. Sanofi has a longstanding commitment to promote health care systems that make our treatments accessible and affordable to patients in need. 
Sanofi understands and shares concerns about the affordability of medicines for patients while also recognizing that we are only one of many stakeholders in the health care system. In order to maintain an environment that will continue to bring new health care solutions to patients, we must encourage a transition to a value-driven health care system that provides incentives for the highest-quality care. This evolution will enable both affordable access to treatment and continued investment in medical innovation.   Sanofi is committed to helping address this challenge. While many factors, including decisions affecting patient out-of-pocket spending and insurance coverage, are controlled by other stakeholders in the health care system, we believe we have a responsibility to be a leader in solving issues of patient access and system viability. For our part, we price our medicines according to their value, while contributing to broader solutions that improve patient outcomes and support affordability within the U.S. health care system.
When we set the price of a new medicine, we hold ourselves to a rigorous and structured process that includes consultation with external stakeholders and considers a holistic assessment of value through clinical, economic and societal lens; similar treatment options, affordability and unique factors specific to the medicine at time of launch (i.e., longer-term outcome studies, sophisticated patient support tools, etc.).",,25000,1,1,,,,,"Hemophilia A, also called factor VIII (8) deficiency or classic hemophilia, is a genetic disorder caused by missing or defective factor VIII (FVIII), a clotting protein. Although it is passed down from parents to children, about 1/3 of cases found have no previous family history. Hemophilia is an inherited bleeding disorder primarily affecting males—but females can also have hemophilia. Patients are classified as mild, moderate, or severe hemophilia. More than half of people diagnosed with hemophilia A have the severe form. Hemophilia A is four times as common as hemophilia B. Hemophilia affects all races and ethnic groups.

ALTUVIIIO is approved for the treatment of Hemophilia A patients regardless of gender, age, or disease severity, and it is indicated for use for prophylaxis, on-demand, and perioperative use. Currently, there are an estimated 25,000 patients in the US with hemophilia A across all severity levels, including men and women with the rare blood disorder. Approximately 13,000 are treated and have the potential to be prescribed ALTUVIIIO.",,,,,,,,,,,,,,,
Sarepta Therapeutics Inc,60923050110,Delandistrogene Moxeparvovec 10 Vial 100 ML Kit,2023-06-22,3200000,"Sarepta is committed to responsibly pricing our ground breaking gene therapy, and more information can be found in the following assessment: https://www.tandfonline.com/doi/full/10.1080/20016689.2023.2216518
With regards to marketing and pricing plans beyond the assessment, Sarepta is limiting further response to information that is not in the public domain or publicly available.",,1,,1,,,,,"Response to ""Estimated Number of Patients"":  Duchenne is a fatal genetic neuromuscular disorder affecting an estimated one in approximately every 3,500 - 5,000 males born worldwide. (Source: National Institutes of Health, Genetics  Home  Reference, Duchenne and Becker  muscular dystrophy, available at https://ghr.nlm.nih.gov/condition/duchenne-and-becker-muscular-dystrophy; accessed December  2019.)  Patients with a 45 mutation represent 8 percent of those with Duchenne. (Source: Aartsma-Rus A, Fokkema I, Verschuuren J, et al. Hum Mutat. 2009;30:293-299.) Elevidys is not an acquired product",,,,,,,,,,,,,,,
Sarepta Therapeutics Inc,60923050211,Delandistrogene Moxeparvovec 11 Vial 110 ML Kit,2023-06-22,3200000,"Sarepta is committed to responsibly pricing our ground breaking gene therapy, and more information can be found in the following assessment: https://www.tandfonline.com/doi/full/10.1080/20016689.2023.2216518
With regards to marketing and pricing plans beyond the assessment, Sarepta is limiting further response to information that is not in the public domain or publicly available.",,1,,1,,,,,"Response to ""Estimated Number of Patients"":  Duchenne is a fatal genetic neuromuscular disorder affecting an estimated one in approximately every 3,500 - 5,000 males born worldwide. (Source: National Institutes of Health, Genetics  Home  Reference, Duchenne and Becker  muscular dystrophy, available at https://ghr.nlm.nih.gov/condition/duchenne-and-becker-muscular-dystrophy; accessed December  2019.)  Patients with a 45 mutation represent 8 percent of those with Duchenne. (Source: Aartsma-Rus A, Fokkema I, Verschuuren J, et al. Hum Mutat. 2009;30:293-299.) Elevidys is not an acquired product",,,,,,,,,,,,,,,
